registro_id,school,age_group,sex,medu,fedu,absences,failures_mat,failures_por,g1_mat,g2_mat,g3_mat,g1_por,g2_por,g3_por,studytime_mat,studytime_por,schoolsup_mat,schoolsup_por,internet,higher,paid,famsup,traveltime,goout,dalc,walc,health,freetime,id_profesor,seccion,g1_mat_gauss,g2_mat_gauss,g3_mat_gauss,g1_por_gauss,g2_por_gauss,g3_por_gauss,g1_mat_elipson,g2_mat_elipson,g3_mat_elipson,g1_por_elipson,g2_por_elipson,g3_por_elipson,registro_id_enc,school_enc,age_group_enc,sex_enc,id_profesor_enc,seccion_enc
E00000435,A,18-20,0,Superior,Superior,3,0,0,10,11,9,16,14,15,3,2,no,no,yes,yes,yes,yes,1,3,1,2,1.0,1,P00000005,5,8.08573096139803,11.079095204143817,8.48592198282528,17.748725180986074,12.014205438769352,14.814623359549554,10.547312855850501,10.427366366736198,8.896453357666019,16.37660929268193,13.576722096789965,14.950648649744116,gAAAAABobat9mmYu0I75sx388eN8_6UVWWglUpo1I8zqDgt-09DN3Lkas7MLd6IYaztKxdmdRgQkIZ_N05TNOG9U2DOpCqfsKQ==,gAAAAABobat9SGZq7bZ0WAugFvagaWa7mX8-WeY4BGP3rU45heRiZLmCDabYGZVse9SvTrSRcHyOTy6HruhkDJ1OlXm_gQzjLg==,gAAAAABobat98AT-lQyg2imYeu6EJFruUM18RbHTFaGv49LBYgyPk3apF1RY_kVkOqTZYtVDkNX8Z0ofxAva56Q4TGThX4IvFg==,gAAAAABobat9rhxfHb8S01hgnSfXEV3733tt92l9nEosVDjkfv62DP60bF5z6lPka7n204E4IU7-1EJqG6_o8K1Ey-rNWV29lA==,gAAAAABobat9yPo8bN1g3aKmZP-zkzJqp9_8xWfq5dv-STEp9MVsd2MmmkBMREx1cVn9vKG7erJP0NVH09-pR83kJNJEDfB1iA==,gAAAAABobat9J8zSHOi61QOGahvM10GpgYJr7dyKUOouNsHpwf_0dPYCJpWcJG8AFZIlXuosJJfZsgpoSw_QfckNjAUFWeY_uw==
E00000436,A,15-17,1,Superior,Superior,75,0,0,11,14,15,10,11,11,1,1,no,no,no,no,no,yes,1,5,1,2,5.0,3,P00000005,5,11.421307482570976,12.186867134925158,14.113349813030649,8.751110247873696,12.180794452644319,10.148041550198803,10.901572515967851,14.197721081404723,14.999068583912011,9.311729956207067,10.879283847032372,10.335314675742076,gAAAAABobat9g_WZCl-GM3M1-JJLj1o6NMTB2RnLiUWQ7E5xrOSUOk-1IqqT1TWnthmuWnjXm7pXPKClQBY1RY0y2TItlz1Wjg==,gAAAAABobat9TpwnAT_2WpQFu-rn9CXFtE3RrEbVSi9a0VnlBTy_ggC1885-6HJ_nd0mH-gD812h-_byKAqitWc9xrbOSmIwVA==,gAAAAABobat99FHauH3sXXv7WVmlYHVQ0DuSbrz8HAKcqR3yYDTFCarTB5gLV7p1KNPzAhoyEAbzZoWs2VzIXdoy69Qcx73o0g==,gAAAAABobat9Sz2xQioJoKB_xtqMMQfl9cVmnsD1G0edB3_l5uDRrUS6uReLJ4LI-hevQaiYFbZsYkBYdwJ4gdqSxyhJcW6AoA==,gAAAAABobat90sAbthIIoMtDna0xITdXFOLg8fBvo3QPgyBTCiQR9sOICfRgiCF6qjxJ5XfuhpC-6q8A92eUzzbMbVybYXzaDg==,gAAAAABobat9L6ci3cigOKej9lfhT-0PXQLyT45S-cIMYvLhd_AWz9PjcsjQaMYSOSf6SMCOCPs9IiejLbMJVvgCkcTjVtrvHg==
E00000437,A,15-17,0,Superior,Superior,14,0,0,9,15,20,6,10,13,2,2,no,no,yes,yes,no,yes,3,5,1,3,5.0,5,P00000005,5,8.766154875540694,15.390007415962643,19.450425708938884,5.656094419189742,9.918730926263168,12.27958770480835,9.351278578796837,15.050070684049164,19.02704226434694,5.60173271371918,9.1773866147614,13.20649003700153,gAAAAABobat9E16BayMOmwfkXnLMY_lBeRLZM-B1D_L8zQe-Q4IWgXUSLYzkjS8PYAhcv83OyAd3jhbo-kQdpXlZT3wCm0Qpxw==,gAAAAABobat9MlkQT3XB3hL60O2VF4dbwvCPOrHlMcRI6SJ3IPat7i7CbWWJpvGkuLAFvcrdwBshB4wfHdKkWYEBUri4j7THOg==,gAAAAABobat9Msd_dJYNAVK8GDvf1ohfPnTXOTuF9FtQRRh_BBh7xwdGVkwtF_q2x3JVSupOTwizN65BsIn_TpNgKeo7eW25rQ==,gAAAAABobat9ihLNuloQh-56pUSXaJVRyrM6NPaRfBKs8dGRyF-P68HR1tuQAG-Q2WUAPAZ1zDjfQysxtrdr05MDCJNJc2qtWA==,gAAAAABobat9_87FOytGliqzpZM5fATGnkZkgJNJUMoy0YUGChFQk_t4s87muLPe2FFciylCOLsNagygaKN7_t7cvpdBrlYjtA==,gAAAAABobat9o9Hy60woFRQ9vm3Cp79dWtfpYCOH_PnccYZqoa9E3lbH5SwXKlvwGbbSSrxzOTW9DpWeWwmP_HkblKZvMy_NuQ==
E00000438,A,15-17,0,Superior,Superior,0,0,0,11,19,14,14,13,13,1,1,no,yes,yes,no,yes,no,4,3,1,2,2.133954206721421,3,P00000005,5,10.73813815151793,17.702349832518912,15.819112611455097,15.175276248840154,14.113337094079274,14.972478764972346,11.819616997981276,18.232997281184467,13.673475139776118,13.030485814935442,12.214131925388774,13.124620595216873,gAAAAABobat9TRpoYw1SniGs4x0jR0qgeiLN0RNKzq1PFjqrueNq9EwJyxuAOwQZakMvktW78cBEqttmq-kHOGDx_1Tvp4eRnA==,gAAAAABobat9FnyYoc2zFnN57wfedkYhqAMQKs-6Y2ZitLyAJTlXD4TdQ2gIqpppwjA5HOlAaoczDY30K_r7lyT0LYKxizrSbw==,gAAAAABobat95PEUfbjqDkFtIpSJZWK9Xt2ytbuVgl9UYNcpt-5ziwZ_jzxdkhohdbSftqNVb2gXKrB7mUJ0uR0yXPJwXlJ42g==,gAAAAABobat9iGR78pvekePmVxa0Vhzs8KNEa0aH6TPrOhgtX3OtPTKlL5JQ6K81bULLfFeG44OM8gmDNVsaSS8GongdRvUHYg==,gAAAAABobat97YFWKlfTLbqxwHtGAeryDChOVv6SFcY4ijfsrENliQTqnfizDQwTCS5vXHIpyJCl2jcawPFipEq06XCtKKJ-rg==,gAAAAABobat9LLh7EorHEDso9XN09tAVQCuoMwiOAYG4kts7ey13EjCZrUXlf3q9qrtpW40YOD7-4qWtrQTGAVJesJN4dVzIJQ==
E00000439,A,15-17,1,Superior,Superior,8,0,0,16,19,5,13,14,19,2,1,no,no,no,yes,no,no,1,2,1,1,4.777271333814542,1,P00000005,5,16.904752075864504,18.118562371143184,5.028840408211149,13.010748209299601,12.615649104756617,19.915770329276338,15.894272394101037,19.040528080192356,4.044973516456891,12.123297387566852,14.551709202121664,18.27989962655011,gAAAAABobat9WRcEGI7pHX9sfTtR314QclhxLemKP5UoOLvYMaGi0pgcUYvg8jDvQTo7UStd5hBuoGln9nPD2bU858AaJ5ALgw==,gAAAAABobat9Aa8K-C6ul_7QIHK37_o3I0CjVVYVzXdQA3A_tTd-jJwnKLM6uHNgzuim8GE4zniomSYhF5Zoe3wowIRR80iHEg==,gAAAAABobat9KRLwChAaTaIkrX2RG5ekoOftOH9giAyT8KBQ1rxb__4uNf1sWB1JX_cgaTUTduCLcxFCMfNgEdXqqOUxkobGZA==,gAAAAABobat9358w4TbrOynuD8I6SDBKIOd0nWi2F2L75x-lMc5rxmuJ0MdoRhGik-JNj4aR0zl98u3We6s07LVmZG_LU1B_bQ==,gAAAAABobat93zzyWKiYMbGG2vzkwspPiIhNFOb-OgKLzHpRF7jeh-_nCPeoHK9KM6BXWOR0kS_nr48KsPYDIx612jOb1H6kww==,gAAAAABobat91tDN75qoFDs54VOzPqFWDYtz-RX09IDx-HXoXxVZnMzDEc79iukKQ-ruIMf4jDA_G_A3r6V-_HcDgDWAzpcSZQ==
E00000440,A,15-17,0,Superior,Superior,1,0,0,14,14,14,11,11,12,1,4,no,no,yes,yes,no,yes,2,2,1,1,4.134866403092536,4,P00000005,5,13.262048069847319,12.764138244899039,12.83975735091767,10.531224103778815,12.432252553565078,11.07745654396373,14.368597275970084,13.038338452790697,14.482887167919895,10.716534314403,11.307823288469997,11.300902100023894,gAAAAABobat9wfpPzwnHODpP7GKi5sLPwyNGP8edZAKbJwta6W2bLkvWGqW__KaLU7_KJ19NhVWewP92KTcMS4o8QztgdW1dbg==,gAAAAABobat9JoCm_rnLnQ-ML63tzdX75WCdcJh_RUihcx-U6q2CAZg8sizSw_u09N5d_6g74m9SV0uAtFaQoWnZ3O-2IgnEkQ==,gAAAAABobat9GdyWsEfVoTpk8kXtTKnCPBRBqyNlFIInebfJ8RBDJvr7SbVudhYbYi_D0lNJWPQouP2O6JM7EnFB-mw9wUvOcA==,gAAAAABobat9oN3iXfx4Gd3YQzk1rR7a1DbnFRH96ZDohkXSaEvC91wApxsQGHoC3_za3gm3Iql5vVz9Li87ttlxf1s8OPv__g==,gAAAAABobat9H6gnumrplP7xk73eYrmTrgEYpCDD981NGO4_tZDEv6ZXgqIiXvrR3Lb9WvVueSCCkExKRSXNi1Ag6VmhIQi7Jw==,gAAAAABobat9C2hwAsetP8-oJW47IjoiUzFniXKtd5wEQzYTBnMxVn7pxzKs24Dcn9Z_1TeioYdbTL-rqnhcsbu0h5yjnndYRw==
E00000441,B,15-17,0,Superior,Superior,2,0,0,7,9,12,13,15,12,1,4,no,yes,yes,yes,no,no,1,2,1,2,2.093124435454476,3,P00000005,5,8.747398616704444,9.763789305468793,13.53844866722903,14.026944302598661,14.288081002738007,11.246401254857766,7.4586442962516255,9.926616705343202,11.850048546255932,13.575376175482935,14.32536878459115,11.327523001171915,gAAAAABobat914J4DFsDKQW5W2p_OdUGwyg-QpKmTznPOO493IU-g3EmDk9rdYk8yFO7UIjoke7EgNPVvyQdEY-E5raiHijcnw==,gAAAAABobat9G8mHi9MKUbMCdcfE89Um8GkCl5ivS8zoud_Hf-MwVWeMGJTmmuKrj7Xz5oGAWjJL5A0QdJHQ5hc9hSsePc-S-w==,gAAAAABobat98dkgbQvEsOez-FSYtVu4JidLVGB8jNNeMk9Z7LlkTU6SnelDO5He-vfNMUzK_n6TsFoKj0MznudLsOvfJHXjDA==,gAAAAABobat92NM-C76GPTXa5gC5h7T1y9uhjb4pUQIz32D1LYu9gSlPwyFWqrO18UydHTCbX5SYzqb8BNRjvZKhToWacfCImQ==,gAAAAABobat9-v5tKcKtxIW-RJ0yTbKQyQ1m061-oAFikBem39jfWuH6nmZwF0ISZkDE8r1Uj_7b57W51JISi6mnZm6TuLex4w==,gAAAAABobat9kaKl_dGiHn6hdYQ2CmQ1yseYsLU5d6Wsj8cl5ReF4Wns0jmE_dpQzTHy6dbV5S0gTPluefEFS0ATYUCs29iBVQ==
E00000442,B,15-17,1,Superior,Superior,9,0,0,7,13,8,11,8,9,1,2,no,no,yes,yes,yes,no,2,2,1,1,5.0,3,P00000005,5,6.835297719412183,12.107186268030974,10.503244016737057,11.805469762324794,8.490905370083418,9.42937279378328,6.621061276798793,12.7412918884692,8.558344512350535,10.177832021140041,7.261596326568105,9.040504717147007,gAAAAABobat9uFQIBPGDQjbtI-uODXxxFOYzxSFfq6t3bcHjylUF6PanAHERu8tscC6Vk5kJJnrzty0eIix71hPOm5yg7nuR3w==,gAAAAABobat91r-TlJJjXYO7ndRMVkNUTfiZh4Dx2KymTJRuckIv2hCIwVAAo572eGCAy6Z1Vnic4vPYJdHC1VxBlIXqSZJT7w==,gAAAAABobat903K_fsUq__fPTfuXSKhz8KRNvqE-L8C0D9At0_4N9ooNIme3T374HkgUhsuDFJK-0uYv4tI310DgqqDKUh-IwQ==,gAAAAABobat9yISTBxRLijF2nLLlVA-5GE2QQRWO4HyHCFocTVEJqdO043r123SHlUMxGbESfNG6ongqMs5KnFOYdqr4ZhPenA==,gAAAAABobat9bWd8YNUtGoHMBrCpoFp-BuueZE7NxwnqYkZjRAFFVsTnSz7dzbb98E75mBYslsv5udLBNVBpDx4c84Ojxb_MOA==,gAAAAABobat973OWM8K-hZaCI4Dwt4jrcphx6SJ8Qj6pxqEQd55CzVn52AIGRcazDJHMaJJzhOD0Ga9Pufv1Tyk-2Boqof9TqA==
E00000443,A,18-20,0,Superior,Superior,6,2,0,11,8,8,19,10,12,2,3,no,no,yes,yes,no,yes,1,4,1,4,2.00086595320358,2,P00000005,5,11.850092990907584,7.083197189731429,7.8552970572338,20.5331234365998,11.343277725673945,10.693039154621706,11.432161175452466,7.80682126463234,8.555895271135505,18.42882917509813,9.826108223486825,12.567324620656098,gAAAAABobat9DezKt_lvhw6q7sbBNUjS5IkfIZ2XwA-K7gWoHc1oOvsW-Z-Sc4HrrWENQ1xWJUTL7nb17IwowdqArI1lXDrIIg==,gAAAAABobat9iueWJqwzxbCea6o_p0PPYK8JmTHKlZXHIEnvpCuzkdkScs0rm3a3uDPJj6lAn5YkQFTRlmIlNSxK4BHd3ZW94w==,gAAAAABobat9jZWtoU43D6wpeXcCSH5ASSTgKweq8Vf9KbFKHNpSishel09tZsoq4nQq8am_yxxQYHSw_i5m7IjWttXtHHE90Q==,gAAAAABobat9JI1pytInWTPlcn5WgFNqh3e9QU-KmwHcmVk5mVdmKPpffWliGKOeuFEgciBsqACSu-v_c6O_hHob9T1XAb8SOw==,gAAAAABobat9fmckGrH-i_HlUjAWbNHkq_NFMwZFuGt6b7R709nMcJKVH50Ob2VOX9sMNJPkvzSH0L5Jw07SZCZnDY92xQ31DA==,gAAAAABobat9QRuIfMEMxFV7byk1ISSnQqB-dN0UTlaN7gBu9eWFoDkNfMxLQhDt3SkuoBZ7IAOkcjsIS19MVfiK1rU33Qd1nA==
E00000444,A,15-17,0,Superior,Superior,7,0,1,19,16,0,8,13,10,2,1,no,no,yes,yes,no,yes,1,1,2,5,3.99792743838043,5,P00000005,5,17.855526287240597,15.208542304263352,-1.7226083667206948,7.478155223407143,12.980672131195124,9.783925880881887,19.68729877482433,16.29660174789071,-0.20055710353352763,8.442529720761932,12.980237817427193,10.107079871018723,gAAAAABobat9_TGMg4zu1oEpesi0ykqyxS-Y5YR9UQy5obN7WlwWDvgTjT9G5hu8Rs_UCHgW0ljnqRb2cGn9U27csHZI9jyyNQ==,gAAAAABobat94rQf06w2l_iyFnZRrD6zn0x8B92pg0E-ukb7dc571Mjir3OM1VdKHNqF4jBShz_-JF09V7jHwUCsyJiIz7_ZhQ==,gAAAAABobat9-M13-Loyxlb66bJndxrOLD7k-nXkbIca08MUkq7tag6Dr-LPJfPKzx47RBfotvF8eeEMuFvJCfG7-Q4McG3-6Q==,gAAAAABobat9ieKzmr1tRRjyzrGsBvYyXb7SlUji9S5EkKKjv3D8g6RshNAAfcLwuJfwUqreRyLdVVSPwWXU90J0_DPyuz2paA==,gAAAAABobat9Xuu61D0A9cPKBK70ZCFpmoOj54PF_MgkE4usC9Rc0Zb4qbhYtiXOF_anFHcIVCrIV2Ml_dphOo9zJ9qhlG4ZrA==,gAAAAABobat9ayZrZlwzvjnTU497IeKwbOWCgp1ePfoxqxnZ7yJN4JMmbMHpis1XE4Xdjap8jG5kmcvxD6ygnBJ7wGWNV6SPDQ==
E00000445,B,15-17,1,Superior,Superior,0,0,2,10,9,12,7,9,4,2,1,no,no,yes,yes,no,no,1,4,1,3,5.0,4,P00000005,5,11.190766095956768,7.75226414164036,12.04226537253943,8.161420486442738,9.884441926080836,3.098978719587148,9.905299051151463,8.435420106849866,12.066058771830928,7.631536321521859,9.667349847145799,3.4322437387884803,gAAAAABobat9hzs-_0FhNVv7BNfLrp80-b4Ugkj1nHcERnk2tx0z4mU5reSNq7M-_3YkBjg3kDp46VJcWxQ1PmIeC3mf3WkHMg==,gAAAAABobat9coAsMWENFqU5vsqnK4OGpgvQfTqRaUBCRPxYtozcEVTqo31OpaH7JvwRsOdVR1B9RAci6drNJ12z_0blDg7ZkA==,gAAAAABobat9XTlEI1_vMHw0I2vocq50FUfgaBAerhgRZCjnvoBiXAaJeUfJ1Qz4QE8iwMSgMQYYKXpxcar0F8cRuIc-HDvdFA==,gAAAAABobat9StPSgESgGRwOQXYJZjgW8jn0ofVH4KRrQUaDUu9M9uxVMdx_NTtYQtKWBzljseocCzAb-jFVq8ow7ZHOkMH-_Q==,gAAAAABobat9U8AcV5ryFeVrNwLjjrANlXFtw22C0wIi0x5SEw5BlDuN-13BBE82t13eAUzAUxTKNnd0V1cVIRkzdpxuXf1mxw==,gAAAAABobat9dbmv32Z9TpK8Xher0tBQN4TShpjIgsnzpXkDSEGU-gI0RrwX1FYULMYCq16IM-rBzbVpapJ-FqtQ92RX3NFDNg==
E00000446,A,21-22,1,Superior,Superior,0,0,0,11,7,9,12,12,10,2,1,no,no,yes,yes,yes,yes,1,3,1,1,3.968376126047768,3,P00000005,5,11.590676805892764,6.341842115833285,9.592891428839556,12.995810481902383,11.230890198346202,10.260529145818797,10.780908866809787,7.763143629614121,8.533757578353452,11.955012529722934,11.564342508344474,10.158534692398884,gAAAAABobat9wccAlpnPIK9Ma8UHYnmYX2iFaXuROqX_98viO39t4qizcIMBUGzoaCNJiHHGa-wf0CNHG1Qrfs61RVhBX3Frqw==,gAAAAABobat9k1OjaJPhmTYR9qy21ZUWORr-3XbJYFlCWz66CPmXQnVx_eJ3wAo_sItOaM-54GkBxD3deJ0iL9nAhAYXEbwHAg==,gAAAAABobat9YPz3MxizqrbTJT-p6JyIoIbdzpRBobzfD4EPORSYLeGAezef2feuGX0YdMfJalgP-jIRfrlpL4rSiVPwsu8Bwg==,gAAAAABobat9YomJ_zyCHElcKN0l89LIW8UGlzeErnQltW5JZySM2E-zLPzGSWsPtmIgNdCeole1DAb4O-BVOilmlkUvtWNSDQ==,gAAAAABobat98ZrW8cCDsMJaNWriWXkkL2KenwKcnMn2QUO9caTLxjX63PmfZ1bpVzV1RYZV11Zda8bv7OCIacjz4Jd8PyaF6g==,gAAAAABobat9B2yZYyvOdPv_oYfT1GzeesNOdqKP4IWIbr09wIPmnFoaztNg2E5GNicbFi4I-rfMA49yR1YYZYYV4NQKEptxeg==
E00000447,A,15-17,1,Superior,Superior,13,3,0,19,12,5,7,10,11,3,2,yes,yes,no,yes,no,yes,3,4,3,5,2.996374026553284,3,P00000005,5,18.213631700663136,11.153629257085173,6.1108814749783855,7.536425269290263,9.826173521189926,10.674376384676597,18.634216153605053,11.299356319039347,5.956563648545753,7.52113872280573,9.41766885456299,11.738512963541504,gAAAAABobat9rLqlpS8s4eUma0DkNcU3PQiGYcdgPYqp5gPfJNj3U-XT2ACX4NKJH8rMNy5CtVRVuYxKlO2J1CCETVgKHaiFGA==,gAAAAABobat9zD-ZbJSDu-ydoeR9EDugtltEqmRXN1CnCXbblJWKEbSqCSkdU_wg58NEZfpjJ1W4jAZUvMiDs93xdwvdHIBFGg==,gAAAAABobat9YeN9MIlIMQSap_G0Ei6caIL7DRo02j4YXeJYJq5iZn0UNtx9WLblx9G9-J4V2q39OGwRWo3c8w5IRdXmtcoHkg==,gAAAAABobat9MnO6xNnubPqI9ZbAstn5JYa9Eg545v1Rl99UNWpYYseMZPrT5KBZSQejeIPsyFRK6cU0g9e_lvZqYcWbovupag==,gAAAAABobat9t6bjabwuV3s4uQlNTn0JWSJFlb1lonqISg657Xo1XpN4GK3LB4HcF-Ayqx9GlzdyqSPfhXUcwBItRoLyoHoh9Q==,gAAAAABobat9HOYY-ARo1g-nU9e-zfgFsJhzZ9nKwwz8pqiBhURIJyu4oQAmjyBiO0fx252ras2BGuveY_a5GEUR5zaanQQsOg==
E00000448,A,15-17,1,Superior,Superior,0,1,0,10,10,12,9,11,11,2,2,no,no,no,yes,no,yes,1,2,1,1,1.5327080126430943,1,P00000005,5,9.62647156924266,10.69947972565996,12.506282518729389,9.876670630582982,11.292654444896616,12.060419143786701,9.299027693971757,9.390006131504421,11.112519594844827,9.29920459141747,11.568831377680118,10.858473437100695,gAAAAABobat9Yis47iXrNi_T5qBbxTreMmQG9aEMy4K8mRrUD7qoo1OVEGSwME3ayuEaaZOWcHzB3EqlhvMMp7t9zCM9Oj0amw==,gAAAAABobat9ABfjdq_5oj4pZqnyHMTUPU6dKYbaw25yCTkXcXd3TMKTvm6SHDs8vM5dtS5o1VFCrO4sg2uR2W3DAW5A0E3x1g==,gAAAAABobat94_U6gveNRNe_ebumbGJAf1cEvk-psQFZjbEdYgSp-8bYDLC29h_8i12-IIe7mT4Q5uYz2itmdi1trZG273lDkg==,gAAAAABobat9wPB-iI947QWuJS9hU18TMRrR6SvQG7JO9E-Qzu6hVq-n0mWkZYtCATaRzrmXKugqCqHQOgN0VDmOKGJd95tFoA==,gAAAAABobat92qfyUxfc2iSqdEDcGHRXiPigvZQO2o3rYr0JG1yhujOw9cI_179H4T7Y-Rey1q8HTAjB8B9cLU9l04xiu0IOBA==,gAAAAABobat9gfpzfdvVx-Nz30_L8Wr7Zb9HwyZGfNqps_QmxUVD5HyvB8Zr6L2Tow7Jl9M7e5VRWvT6WjHSGoQC6b34ntwhwA==
E00000449,A,15-17,1,Superior,Superior,0,0,0,8,0,0,8,11,9,2,3,no,no,no,yes,no,yes,4,5,2,4,2.23791822813674,4,P00000005,5,7.973316630750562,0.8909140847590434,0.6205966154120091,8.437140867589719,10.568069560472097,9.353973075722548,8.484276898098372,0.0911901924270635,-0.30112871827111176,7.509707331484691,11.209762440338745,9.068161924096628,gAAAAABobat9FjZrynDjSovoERls2pNK5TD_Tr5C5AkT4kV7p1mfhea7PACIn67kMZg9BVsgUBUIVkt_j0kjia9rZLKZ7wNxXA==,gAAAAABobat9cRaJFOKLzBGHMx_OyoqjTm4kNWFHIEkkD9rwR7PbfDdKsQezY5JR0zwuiW_RJtBb_8EoRXnm33JibBSQ8PeSgw==,gAAAAABobat9WVGZew-7FzL5pU7z8qT5DklVIQUHl_vHybzMTYmzS8HVwpGEVRTqlZrndwfD6K3JwDm_nX7asuYs_yy0rkEHKg==,gAAAAABobat9GU50vwhqVrvPtj02H_4E28eYA5tWLnNrmT0WejWQNkkbIlQhKXEZhyuvb7Ftq_2wupXtzM0W-6NLN0dxTpSdRA==,gAAAAABobat96QvHO-OHdTETRmw1EpIsPYqThQ_3vYOZtgJH9uxVebjpIps0oLT1l9D-vcpUPaIBdCzLhA4689FjOYtDCUNKWA==,gAAAAABobat9AYxW9U6SsR5wTNdPmRx5p6Yw8_S-jB2IACSKO8UR2uXWckVNCnJzdDLwxwPVX3fhpk99XA4HatuLKbp8SLc2yw==
E00000450,A,15-17,1,Superior,Superior,4,0,3,9,10,17,8,0,0,1,2,no,no,yes,yes,no,no,2,2,1,1,1.6739958656144684,2,P00000005,5,9.087120447077021,8.755689325724964,15.568157961905872,6.774688487898169,0.1285111901486469,0.08491989246921593,9.3336423252974,9.42866619528707,16.635827922107673,7.690051801772727,0.3815811865778722,-0.3345557908534813,gAAAAABobat9sxIjz9Psq1R5S6qXaiDZKm6oJyn5rkp-mnQeruvrwmAkMr48cuYBB-avp48SMg32IYh6LE36fKMAX2ySzO4YzQ==,gAAAAABobat91k2bi6yDj1yK76Z2TZCWR9g4Vc5ENTuXBK2h8VpfxAwwxIs8fLWgVZ4GHFivQO0VshDndFDV2yvDzXoeGEK1cA==,gAAAAABobat9JhLR3SJUNr_nNyWBQS3vlo1I4PJXNWt6ibGUDp8Pv7MMLXCTxiyskTq7YjWGt_5VXsazWb6RWN6p8TjTldIjrw==,gAAAAABobat9YdZhreGPgM7Lcg5vMuFeSyo7A7ZqQrwz90LwUAFqQCHDQFaq1U8jA9GCTIyKUqKXEZLJYoD9Pp9ZDUZ41RX0Jw==,gAAAAABobat9CLQ5pS-qwGwmQ65GrTDiFV7R0qWSiI-FIA7BHd0LG2uLpPdIQveEmsN9iRNwGa75RcwAPYFlj4vFj6QGE4m0pA==,gAAAAABobat9hExxetmWepgKyFaSgTiwSORxg6FtiDzG8MHaTs9_iwvKO4DEUDf5K9ZLpVnld5gQ_eNhOR-PpAofUGyN_7Lcyw==
E00000451,A,15-17,1,Superior,Superior,0,0,0,11,19,8,7,15,13,1,1,no,no,yes,yes,no,yes,1,3,1,1,1.0,5,P00000005,5,10.073998818839483,16.567861080991257,7.820584104254753,4.998845476540555,14.262417281940174,13.983067640011601,10.01276734176393,18.006560552500613,7.306302060519309,6.557963185465332,15.37218933363179,12.472073013248862,gAAAAABobat9dZnWkklnsWH2TdPOHdB7FIStsohs_YktfH6T2TcziWiEKijlu-qdS-aQQmedXFPdeerIBD0EX4qkppywNtXrJw==,gAAAAABobat94Ge6xgAv8UYlC5AKQFsBnyDUgyRvdHwEImn_oFe5GHozGpsU-fhiGUuPmKLMyLjCNuu51aVOzd0H4m8l_1wfkA==,gAAAAABobat9fJ8iHslkY3sb9UVhPl_pbnmIJEDU37Q0bSqhhchClQqDIVczgmbylgl-RqVXzKSIWzs9v45Ls44oJvXwfFha7g==,gAAAAABobat9650PYDRKWt0mMc9odfLliCqjkEFxyRj39C5QBWmeCXsTDk7yHGxPKU-yA5tX_wYNs2ZL9eLz7wHr9ZvpdwqLOw==,gAAAAABobat9_EITblN9gy6Vjb-lvXUkG9bGbXx7zvkJzTAb20z-ZDGYVDZYV9PqZHKKfwN-Y_s03EA95ZCZ-oWEYWaMIZLefw==,gAAAAABobat9O5B4ZLj3hHmZlRd0GaRlBspWeQ6mnYoPGddFJYcNPxYM8zgvY6I3V--PLqq79J9zsrcQ7_vX06CHAh98T5DS3A==
E00000452,A,15-17,0,Superior,Superior,6,0,0,10,13,13,17,14,18,2,2,no,no,yes,yes,no,no,2,4,2,3,4.87015083551992,4,P00000005,5,10.643463353031853,14.165730367026468,13.313971299777025,15.708619341005168,16.017504121479057,19.408696677643903,9.665539301922719,13.624325928594795,13.613057129890972,17.98722908539557,14.903551178939365,18.05810323367359,gAAAAABobat9acTemr_lFjuSgzZVqVbZoGvEOOmCaDWtJcmkg87WaYfvEZnWEWioO4pUyrp_r3CbaulARqIxSP66RPuFAG08LA==,gAAAAABobat9C7U0ayX2YWqwcVaJbmvh0Iio0oe__4TkwPXqZp9xFZSQHXmyv90IkztcBFO7s001qZ2Q0o03glyX7ezKGvBKkQ==,gAAAAABobat96N_ce2mlovevFdXSVoVJAMDAjqyCvoUE2falIek30xBVVAhTl8BQ2f4X75-f-TsjoIM6K6rrq5eUFHyka6LBVQ==,gAAAAABobat90zacdr8ATsrNlnwxJdiECuEsrEgDdZ435QwpRfDtBd6zBqIKd0OP46764NYrtOl0-8pZgrzNwI7PXNgJTKRRag==,gAAAAABobat9PlYxjYYAOAzEy7-z7c6Y_g2o2H41QQN6XiilTS-fuWZwuzeY87geFWWFZ_dBFQZSu4cRB87Gj2VSF69STVQIOQ==,gAAAAABobat90y3SUvUbRC9AIJdVBkW-xck7eowgAV4QnA5HpomnfbKX-Ji-Ns_kfU7Pwx3Y15iNKVlSLZ3EnF2e03XnX5Pckw==
